ed,ct_adams,ct_cuomo,ct_lander,ct_ramos,ct_blake,ct_prince,ct_stringer,ct_bartholomew,ct_writein,ct_tilson,ct_myrie,ct_mamdani,ct_total_votes,pct_mamdani,pct_cuomo,pct_lander,pct_adams,pct_stringer,pct_myrie,pct_ramos,pct_blake,pct_prince,pct_tilson,pct_bartholomew,pct_writein,tied,num_top_candidates,winner,winner_name_full,NTAName
62008,2,36,6,0,0,0,4,0,0,0,0,31,79,0.3924050632911392,0.45569620253164556,0.075949367,0.025316456,0.050632911,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62009,2,45,1,0,0,0,5,0,1,3,0,29,86,0.3372093023255814,0.5232558139534884,0.011627906976744186,0.023255813953488372,0.058139535,0,0,0,0,0.034883721,0,0.011627906976744186,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62010,4,43,8,1,0,0,2,0,0,0,0,29,87,0.3333333333333333,0.4942528735632184,0.091954023,0.045977011,0.022988505747126436,0,0.011494252873563218,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62011,2,34,6,0,0,1,3,0,1,1,0,27,75,0.36,0.4533333333333333,0.08,0.026666667,0.04,0,0,0,0.013333333333333334,0.013333333333333334,0,0.013333333333333334,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62012,1,48,6,0,1,0,3,0,0,0,1,37,97,0.38144329896907214,0.4948453608247423,0.061855670103092786,0.010309278350515464,0.030927835051546393,0.010309278350515464,0,0.010309278350515464,0,0,0,0,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62013,4,44,3,0,2,0,3,0,0,0,0,28,84,0.3333333333333333,0.5238095238095238,0.035714286,0.047619047619047616,0.035714286,0,0,0.023809523809523808,0,0,0,0,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62014,4,42,7,0,0,2,0,0,0,0,0,22,77,0.2857142857142857,0.5454545454545454,0.090909091,0.051948052,0,0,0,0,0.025974025974025976,0,0,0,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62015,1,47,7,0,0,1,6,0,1,2,0,31,96,0.3229166666666667,0.4895833333333333,0.072916667,0.010416666666666666,0.0625,0,0,0,0.010416666666666666,0.020833333333333332,0,0.010416666666666666,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62016,4,58,8,0,1,1,4,1,0,2,1,22,102,0.21568627450980393,0.5686274509803921,0.078431373,0.039215686,0.039215686,0.009803922,0,0.009803922,0.009803922,0.019607843,0.009803922,0,no,1,cuomo,Andrew Cuomo,Great Kills-Eltingville
62017,1,54,11,0,1,0,1,0,1,3,0,28,100,0.28,0.54,0.11,0.01,0.01,0,0,0.01,0,0.03,0,0.01,no,1,cuomo,Andrew Cuomo,Great Kills-Eltingville
62018,1,42,5,4,0,1,5,0,0,0,1,35,94,0.3723404255319149,0.44680851063829785,0.053191489,0.010638297872340425,0.053191489,0.010638297872340425,0.042553191,0,0.010638297872340425,0,0,0,no,1,cuomo,Andrew Cuomo,Great Kills-Eltingville
62019,2,36,6,2,1,1,2,1,2,4,0,34,91,0.37362637362637363,0.3956043956043956,0.065934066,0.021978022,0.021978022,0,0.021978022,0.010989011,0.010989011,0.043956044,0.010989011,0.021978022,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62020,3,43,13,0,1,0,1,0,0,4,0,34,99,0.3434343434343434,0.43434343434343436,0.13131313131313133,0.030303030303030304,0.010101010101010102,0,0,0.010101010101010102,0,0.04040404,0,0,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62021,3,51,5,0,0,0,2,0,0,0,1,21,83,0.25301204819277107,0.6144578313253012,0.060240963855421686,0.036144578,0.024096385542168676,0.012048192771084338,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Great Kills-Eltingville
62022,6,50,7,0,0,0,6,0,0,1,0,35,105,0.3333333333333333,0.47619047619047616,0.066666667,0.057142857,0.057142857,0,0,0,0,0.00952381,0,0,no,1,cuomo,Andrew Cuomo,Great Kills-Eltingville
62023,2,47,5,0,0,0,2,0,0,2,0,18,76,0.23684210526315788,0.618421053,0.065789474,0.026315789,0.026315789,0,0,0,0,0.026315789,0,0,no,1,cuomo,Andrew Cuomo,Great Kills-Eltingville
62024,1,60,4,1,0,0,4,0,0,2,0,25,97,0.25773195876288657,0.6185567010309279,0.041237113402061855,0.010309278350515464,0.041237113402061855,0,0.010309278350515464,0,0,0.020618556701030927,0,0,no,1,cuomo,Andrew Cuomo,Great Kills-Eltingville
62025,3,61,2,0,0,0,0,1,0,1,1,30,99,0.30303030303030304,0.6161616161616161,0.020202020202020204,0.030303030303030304,0,0.010101010101010102,0,0,0,0.010101010101010102,0.010101010101010102,0,no,1,cuomo,Andrew Cuomo,Great Kills-Eltingville
62026,3,55,5,0,0,1,2,0,1,2,0,41,110,0.37272727272727274,0.5,0.045454545454545456,0.027272727,0.018181818,0,0,0,0.009090909,0.018181818,0,0.009090909,no,1,cuomo,Andrew Cuomo,Great Kills-Eltingville
62027,2,60,4,1,0,0,5,1,0,0,0,33,106,0.3113207547169811,0.5660377358490566,0.037735849,0.018867924528301886,0.047169811,0,0.009433962,0,0,0,0.009433962,0,no,1,cuomo,Andrew Cuomo,Great Kills-Eltingville
62028,3,57,3,0,0,0,1,0,0,1,0,27,92,0.29347826086956524,0.6195652173913043,0.032608696,0.032608696,0.010869565217391304,0,0,0,0,0.010869565217391304,0,0,no,1,cuomo,Andrew Cuomo,Great Kills-Eltingville
62029,4,48,6,0,1,0,3,0,1,1,0,36,100,0.36,0.48,0.06,0.04,0.03,0,0,0.01,0,0.01,0,0.01,no,1,cuomo,Andrew Cuomo,Great Kills-Eltingville
62030,4,56,9,0,1,3,3,1,1,0,2,32,112,0.2857142857142857,0.5,0.080357143,0.035714286,0.026785714285714284,0.017857142857142856,0,0.008928571,0.026785714285714284,0,0.008928571,0.008928571,no,1,cuomo,Andrew Cuomo,Great Kills-Eltingville
62031,2,56,13,1,0,0,6,0,0,0,0,36,114,0.3157894736842105,0.49122807017543857,0.11403508771929824,0.017543859649122806,0.052631579,0,0.00877193,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Great Kills-Eltingville
62032,0,45,11,0,0,0,4,0,0,0,0,28,88,0.3181818181818182,0.5113636363636364,0.125,0,0.045454545454545456,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Oakwood-Richmondtown
62033,1,50,2,0,0,0,7,1,0,0,0,28,89,0.3146067415730337,0.5617977528089888,0.02247191,0.011235955056179775,0.078651685,0,0,0,0,0,0.011235955056179775,0,no,1,cuomo,Andrew Cuomo,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights
62034,4,49,3,0,1,0,12,0,0,0,0,26,95,0.2736842105263158,0.5157894736842106,0.031578947368421054,0.042105263157894736,0.12631578947368421,0,0,0.010526315789473684,0,0,0,0,no,1,cuomo,Andrew Cuomo,Great Kills-Eltingville
62035,1,32,2,0,0,1,0,0,0,1,0,9,46,0.1956521739130435,0.6956521739130435,0.043478260869565216,0.021739130434782608,0,0,0,0,0.021739130434782608,0.021739130434782608,0,0,no,1,cuomo,Andrew Cuomo,Tottenville-Charleston
62036,0,35,2,0,0,0,3,0,0,1,0,29,70,0.4142857142857143,0.5,0.028571429,0,0.042857143,0,0,0,0,0.014285714285714285,0,0,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62037,1,39,4,0,0,0,1,0,1,0,0,21,67,0.31343283582089554,0.582089552,0.059701493,0.014925373134328358,0.014925373134328358,0,0,0,0,0,0,0.014925373134328358,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62038,1,57,5,0,0,1,1,0,0,0,0,22,87,0.25287356321839083,0.6551724137931034,0.057471264,0.011494252873563218,0.011494252873563218,0,0,0,0.011494252873563218,0,0,0,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62039,0,32,6,0,0,0,1,0,1,0,0,18,58,0.3103448275862069,0.5517241379310345,0.10344827586206896,0,0.017241379310344827,0,0,0,0,0,0,0.017241379310344827,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62040,0,41,5,0,1,0,2,0,0,0,0,28,77,0.36363636363636365,0.5324675324675324,0.064935065,0,0.025974025974025976,0,0,0.012987012987012988,0,0,0,0,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62041,3,47,2,0,2,0,3,0,0,0,0,21,78,0.2692307692307692,0.6025641025641025,0.025641026,0.038461538461538464,0.038461538461538464,0,0,0.025641026,0,0,0,0,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62042,1,37,4,0,0,2,4,0,1,2,0,31,82,0.3780487804878049,0.45121951219512196,0.048780488,0.012195121951219513,0.048780488,0,0,0,0.024390243902439025,0.024390243902439025,0,0.012195121951219513,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62043,2,49,2,1,0,2,0,0,0,1,0,24,81,0.2962962962962963,0.6049382716049383,0.024691358024691357,0.024691358024691357,0,0,0.012345679012345678,0,0.024691358024691357,0.012345679012345678,0,0,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62044,6,46,6,3,0,0,5,0,1,0,1,44,112,0.39285714285714285,0.4107142857142857,0.053571429,0.053571429,0.044642857142857144,0.008928571,0.026785714285714284,0,0,0,0,0.008928571,no,1,cuomo,Andrew Cuomo,Freshkills Park (South)
62045,2,39,4,0,0,0,1,0,0,1,0,41,88,0.4659090909090909,0.4431818181818182,0.045454545454545456,0.022727272727272728,0.011363636363636364,0,0,0,0,0.011363636363636364,0,0,no,1,mamdani,Zohran Mamdani,Arden Heights-Rossville
62046,1,77,5,1,0,1,4,0,2,1,0,29,121,0.2396694214876033,0.6363636363636364,0.041322314,0.008264463,0.033057851,0,0.008264463,0,0.008264463,0.008264463,0,0.016528926,no,1,cuomo,Andrew Cuomo,Arden Heights-Rossville
62047,3,46,6,0,0,0,1,0,0,0,0,33,89,0.3707865168539326,0.5168539325842697,0.06741573,0.033707865168539325,0.011235955056179775,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Arden Heights-Rossville
62048,2,45,4,0,1,0,5,0,0,0,0,26,83,0.3132530120481928,0.5421686746987951,0.048192771,0.024096385542168676,0.060240963855421686,0,0,0.012048192771084338,0,0,0,0,no,1,cuomo,Andrew Cuomo,Arden Heights-Rossville
62049,6,62,11,1,0,0,4,1,0,2,0,31,118,0.2627118644067797,0.5254237288135594,0.093220339,0.050847458,0.033898305,0,0.008474576,0,0,0.016949153,0.008474576,0,no,1,cuomo,Andrew Cuomo,Arden Heights-Rossville
62050,4,58,5,0,0,1,5,0,0,1,1,35,110,0.3181818181818182,0.5272727272727272,0.045454545454545456,0.036363636,0.045454545454545456,0.009090909,0,0,0.009090909,0.009090909,0,0,no,1,cuomo,Andrew Cuomo,Arden Heights-Rossville
62051,0,27,6,1,0,0,2,0,0,0,0,22,58,0.3793103448275862,0.46551724137931033,0.10344827586206896,0,0.034482758620689655,0,0.017241379310344827,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Annadale-Huguenot-Prince's Bay-Woodrow
62052,0,55,3,0,0,0,2,1,1,1,0,26,89,0.29213483146067415,0.6179775280898876,0.033707865168539325,0,0.02247191,0,0,0,0,0.011235955056179775,0.011235955056179775,0.011235955056179775,no,1,cuomo,Andrew Cuomo,Arden Heights-Rossville
62053,1,36,3,0,0,1,2,0,0,1,0,33,77,0.42857142857142855,0.4675324675324675,0.038961039,0.012987012987012988,0.025974025974025976,0,0,0,0.012987012987012988,0.012987012987012988,0,0,no,1,cuomo,Andrew Cuomo,Freshkills Park (South)
62054,4,53,7,1,0,0,0,0,1,0,0,33,99,0.3333333333333333,0.5353535353535354,0.070707071,0.04040404,0,0,0.010101010101010102,0,0,0,0,0.010101010101010102,no,1,cuomo,Andrew Cuomo,Arden Heights-Rossville
62055,3,72,8,0,0,0,6,0,0,0,0,28,117,0.23931623931623933,0.6153846153846154,0.068376068,0.025641026,0.051282051,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Arden Heights-Rossville
62056,2,85,16,1,0,1,1,1,0,0,0,44,151,0.2913907284768212,0.5629139072847682,0.10596026490066225,0.013245033112582781,0.006622517,0,0.006622517,0,0.006622517,0,0.006622517,0,no,1,cuomo,Andrew Cuomo,Arden Heights-Rossville
62057,1,22,2,0,0,0,1,0,0,0,1,26,53,0.49056603773584906,0.41509433962264153,0.037735849,0.018867924528301886,0.018867924528301886,0.018867924528301886,0,0,0,0,0,0,no,1,mamdani,Zohran Mamdani,New Springville-Willowbrook-Bulls Head-Travis
62058,3,23,3,0,0,1,0,0,0,0,1,19,50,0.38,0.46,0.06,0.06,0,0.02,0,0,0.02,0,0,0,no,1,cuomo,Andrew Cuomo,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights
62059,2,40,16,0,0,1,1,0,0,1,2,23,86,0.26744186046511625,0.46511627906976744,0.18604651162790697,0.023255813953488372,0.011627906976744186,0.023255813953488372,0,0,0.011627906976744186,0.011627906976744186,0,0,no,1,cuomo,Andrew Cuomo,Oakwood-Richmondtown
62060,3,60,6,2,0,0,3,0,0,2,1,32,109,0.29357798165137616,0.5504587155963303,0.055045872,0.027522935779816515,0.027522935779816515,0.009174312,0.018348624,0,0,0.018348624,0,0,no,1,cuomo,Andrew Cuomo,Oakwood-Richmondtown
62061,1,46,5,0,0,0,5,0,0,1,0,38,96,0.3958333333333333,0.4791666666666667,0.052083333333333336,0.010416666666666666,0.052083333333333336,0,0,0,0,0.010416666666666666,0,0,no,1,cuomo,Andrew Cuomo,Oakwood-Richmondtown
62062,1,31,2,0,0,0,1,0,0,0,0,19,54,0.35185185185185186,0.5740740740740741,0.037037037037037035,0.018518518518518517,0.018518518518518517,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Arden Heights-Rossville
63001,24,128,3,3,2,3,8,1,0,0,0,63,235,0.2680851063829787,0.5446808510638298,0.012765957,0.10212765957446808,0.034042553,0,0.012765957,0.008510638,0.012765957,0,0.004255319,0,no,1,cuomo,Andrew Cuomo,Tompkinsville-Stapleton-Clifton-Fox Hills
63002,10,57,8,0,1,1,2,0,0,1,1,75,156,0.4807692307692308,0.36538461538461536,0.051282051,0.064102564,0.012820513,0.006410256,0,0.006410256,0.006410256,0.006410256,0,0,no,1,mamdani,Zohran Mamdani,Rosebank-Shore Acres-Park Hill
63003,13,58,6,0,0,0,5,1,1,0,1,35,120,0.2916666666666667,0.48333333333333334,0.05,0.10833333333333334,0.041666666666666664,0.008333333,0,0,0,0,0.008333333,0.008333333,no,1,cuomo,Andrew Cuomo,Rosebank-Shore Acres-Park Hill
63004,3,50,4,1,0,0,7,0,0,0,0,89,154,0.577922078,0.3246753246753247,0.025974025974025976,0.019480519,0.045454545454545456,0,0.006493506,0,0,0,0,0,no,1,mamdani,Zohran Mamdani,Rosebank-Shore Acres-Park Hill
63005,11,55,1,2,0,0,5,0,1,2,0,61,138,0.4420289855072464,0.39855072463768115,0.007246377,0.079710145,0.036231884057971016,0,0.014492753623188406,0,0,0.014492753623188406,0,0.007246377,no,1,mamdani,Zohran Mamdani,Rosebank-Shore Acres-Park Hill
63006,3,65,7,1,0,0,3,0,0,3,0,87,169,0.514792899,0.38461538461538464,0.041420118,0.017751479,0.017751479,0,0.00591716,0,0,0.017751479,0,0,no,1,mamdani,Zohran Mamdani,Rosebank-Shore Acres-Park Hill
63007,5,52,2,0,0,0,3,0,0,0,0,26,88,0.29545454545454547,0.5909090909090909,0.022727272727272728,0.056818181818181816,0.034090909,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Rosebank-Shore Acres-Park Hill
63008,1,22,5,0,0,0,2,0,0,0,0,18,48,0.375,0.4583333333333333,0.10416666666666667,0.020833333333333332,0.041666666666666664,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Grasmere-Arrochar-South Beach-Dongan Hills
63009,1,14,6,0,0,0,1,0,0,0,1,10,33,0.30303030303030304,0.42424242424242425,0.18181818181818182,0.030303030303030304,0.030303030303030304,0.030303030303030304,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Grasmere-Arrochar-South Beach-Dongan Hills
63010,9,68,18,1,1,0,6,1,0,1,2,67,174,0.3850574712643678,0.39080459770114945,0.10344827586206896,0.051724138,0.034482758620689655,0.011494252873563218,0.005747126,0.005747126,0,0.005747126,0.005747126,0,no,1,cuomo,Andrew Cuomo,West New Brighton-Silver Lake-Grymes Hill
63011,14,69,9,1,0,1,8,0,0,2,1,51,156,0.3269230769230769,0.4423076923076923,0.057692307692307696,0.08974359,0.051282051,0.006410256,0.006410256,0,0.006410256,0.012820513,0,0,no,1,cuomo,Andrew Cuomo,West New Brighton-Silver Lake-Grymes Hill
63012,4,44,7,3,2,0,3,0,0,1,1,59,124,0.47580645161290325,0.3548387096774194,0.056451612903225805,0.032258065,0.024193548387096774,0.008064516,0.024193548387096774,0.016129032258064516,0,0.008064516,0,0,no,1,mamdani,Zohran Mamdani,West New Brighton-Silver Lake-Grymes Hill
63013,3,40,10,0,0,0,4,0,2,0,0,75,134,0.5597014925373134,0.29850746268656714,0.074626866,0.022388059701492536,0.029850746268656716,0,0,0,0,0,0,0.014925373134328358,no,1,mamdani,Zohran Mamdani,West New Brighton-Silver Lake-Grymes Hill
63014,8,58,13,0,0,1,7,0,1,1,2,69,160,0.43125,0.3625,0.08125,0.05,0.04375,0.0125,0,0,0.00625,0.00625,0,0.00625,no,1,mamdani,Zohran Mamdani,West New Brighton-Silver Lake-Grymes Hill
63015,6,62,25,0,1,0,5,0,3,2,1,55,160,0.34375,0.3875,0.15625,0.0375,0.03125,0.00625,0,0.00625,0,0.0125,0,0.01875,no,1,cuomo,Andrew Cuomo,West New Brighton-Silver Lake-Grymes Hill
63016,12,74,13,2,1,1,11,0,1,2,2,89,208,0.42788461538461536,0.3557692307692308,0.0625,0.057692307692307696,0.052884615384615384,0.009615385,0.009615385,0.004807692,0.004807692,0.009615385,0,0.004807692,no,1,mamdani,Zohran Mamdani,West New Brighton-Silver Lake-Grymes Hill
63017,9,75,16,0,2,1,12,1,0,5,0,47,168,0.27976190476190477,0.44642857142857145,0.095238095,0.053571429,0.071428571,0,0,0.011904761904761904,0.005952381,0.029761905,0.005952381,0,no,1,cuomo,Andrew Cuomo,West New Brighton-Silver Lake-Grymes Hill
63018,0,84,15,0,1,2,4,0,1,1,0,52,160,0.325,0.525,0.09375,0,0.025,0,0,0.00625,0.0125,0.00625,0,0.00625,no,1,cuomo,Andrew Cuomo,West New Brighton-Silver Lake-Grymes Hill
63019,3,39,7,0,1,0,2,0,0,0,0,16,68,0.23529411764705882,0.5735294117647058,0.10294117647058823,0.044117647,0.029411764705882353,0,0,0.014705882352941176,0,0,0,0,no,1,cuomo,Andrew Cuomo,Westerleigh-Castleton Corners
63020,4,30,7,0,0,0,4,0,1,0,0,49,95,0.5157894736842106,0.3157894736842105,0.073684211,0.042105263157894736,0.042105263157894736,0,0,0,0,0,0,0.010526315789473684,no,1,mamdani,Zohran Mamdani,Westerleigh-Castleton Corners
63021,3,42,5,0,0,0,4,1,0,2,0,44,101,0.43564356435643564,0.4158415841584158,0.04950495,0.02970297,0.039603960396039604,0,0,0,0,0.019801980198019802,0.00990099,0,no,1,mamdani,Zohran Mamdani,Westerleigh-Castleton Corners
63022,8,31,1,0,1,0,4,0,0,0,0,22,67,0.3283582089552239,0.4626865671641791,0.014925373134328358,0.11940298507462686,0.059701493,0,0,0.014925373134328358,0,0,0,0,no,1,cuomo,Andrew Cuomo,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights
63023,0,52,6,1,0,1,1,1,0,2,1,45,110,0.4090909090909091,0.4727272727272727,0.054545455,0,0.009090909,0.009090909,0.009090909,0,0.009090909,0.018181818,0.009090909,0,no,1,cuomo,Andrew Cuomo,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights
63024,6,88,8,1,0,1,1,0,0,0,2,105,212,0.49528301886792453,0.41509433962264153,0.037735849,0.028301887,0.004716981,0.009433962,0.004716981,0,0.004716981,0,0,0,no,1,mamdani,Zohran Mamdani,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights
63025,3,124,6,1,0,0,0,0,0,1,0,17,152,0.1118421052631579,0.8157894736842105,0.039473684210526314,0.019736842105263157,0,0,0.006578947,0,0,0.006578947,0,0,no,1,cuomo,Andrew Cuomo,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights
63026,5,115,3,2,0,0,7,0,2,2,2,33,171,0.19298245614035087,0.67251462,0.017543859649122806,0.029239766081871343,0.040935673,0.011695906432748537,0.011695906432748537,0,0,0.011695906432748537,0,0.011695906432748537,no,1,cuomo,Andrew Cuomo,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights
63027,5,48,10,0,1,1,2,0,0,1,1,34,103,0.3300970873786408,0.46601941747572817,0.097087379,0.048543689,0.019417475728155338,0.009708738,0,0.009708738,0.009708738,0.009708738,0,0,no,1,cuomo,Andrew Cuomo,Westerleigh-Castleton Corners
63028,6,47,7,0,0,0,4,0,0,2,0,70,136,0.5147058823529411,0.34558823529411764,0.051470588235294115,0.044117647,0.029411764705882353,0,0,0,0,0.014705882352941176,0,0,no,1,mamdani,Zohran Mamdani,Westerleigh-Castleton Corners
63029,5,81,29,1,0,0,9,0,0,4,1,62,192,0.3229166666666667,0.421875,0.15104166666666666,0.026041666666666668,0.046875,0.005208333,0.005208333,0,0,0.020833333333333332,0,0,no,1,cuomo,Andrew Cuomo,Westerleigh-Castleton Corners
63030,4,53,17,1,1,0,6,0,0,2,1,53,138,0.38405797101449274,0.38405797101449274,0.12318840579710146,0.028985507246376812,0.043478260869565216,0.007246377,0.007246377,0.007246377,0,0.014492753623188406,0,0,yes,2,mamdani,Zohran Mamdani,Westerleigh-Castleton Corners
63031,6,71,19,1,0,0,9,0,1,1,2,45,155,0.2903225806451613,0.45806451612903226,0.12258064516129032,0.038709677,0.058064516,0.012903225806451613,0.006451613,0,0,0.006451613,0,0.006451613,no,1,cuomo,Andrew Cuomo,Westerleigh-Castleton Corners
63032,8,72,18,0,0,0,8,1,2,2,3,63,177,0.3559322033898305,0.4067796610169492,0.1016949152542373,0.04519774,0.04519774,0.016949153,0,0,0,0.011299435028248588,0.005649718,0.011299435028248588,no,1,cuomo,Andrew Cuomo,Westerleigh-Castleton Corners
63033,5,38,12,2,0,0,3,0,0,1,1,24,86,0.27906976744186046,0.4418604651162791,0.13953488372093023,0.058139535,0.034883721,0.011627906976744186,0.023255813953488372,0,0,0.011627906976744186,0,0,no,1,cuomo,Andrew Cuomo,Westerleigh-Castleton Corners
63034,6,99,8,1,0,0,5,1,0,1,1,64,186,0.34408602150537637,0.532258065,0.043010752688172046,0.032258065,0.026881720430107527,0.005376344,0.005376344,0,0,0.005376344,0.005376344,0,no,1,cuomo,Andrew Cuomo,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights
63035,5,76,7,0,1,0,4,1,1,1,0,74,170,0.43529411764705883,0.4470588235294118,0.041176470588235294,0.029411764705882353,0.023529411764705882,0,0,0.005882353,0,0.005882353,0.005882353,0.005882353,no,1,cuomo,Andrew Cuomo,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights
63036,20,112,3,1,0,1,4,0,1,0,4,57,203,0.28078817733990147,0.5517241379310345,0.014778325123152709,0.098522167,0.019704433497536946,0.019704433497536946,0.004926108,0,0.004926108,0,0,0.004926108,no,1,cuomo,Andrew Cuomo,Mariner's Harbor-Arlington-Graniteville
63037,23,91,6,0,3,0,5,0,0,0,3,75,206,0.3640776699029126,0.441747573,0.029126214,0.11165048543689321,0.024271844660194174,0.014563106796116505,0,0.014563106796116505,0,0,0,0,no,1,cuomo,Andrew Cuomo,Mariner's Harbor-Arlington-Graniteville
63038,10,52,0,1,0,1,0,0,0,0,0,31,95,0.3263157894736842,0.5473684210526316,0,0.10526315789473684,0,0,0.010526315789473684,0,0.010526315789473684,0,0,0,no,1,cuomo,Andrew Cuomo,Mariner's Harbor-Arlington-Graniteville
63039,12,71,2,2,0,0,2,0,0,0,4,40,133,0.3007518796992481,0.5338345864661654,0.015037593984962405,0.090225564,0.015037593984962405,0.030075188,0.015037593984962405,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Mariner's Harbor-Arlington-Graniteville
63040,4,46,2,1,1,0,3,2,0,0,1,126,186,0.6774193548387096,0.24731182795698925,0.010752688172043012,0.021505376344086023,0.016129032258064516,0.005376344,0.005376344,0.005376344,0,0,0.010752688172043012,0,no,1,mamdani,Zohran Mamdani,Mariner's Harbor-Arlington-Graniteville
63041,15,84,5,1,2,0,7,0,0,0,4,103,221,0.4660633484162896,0.38009049773755654,0.022624434,0.067873303,0.031674208,0.018099548,0.004524887,0.009049774,0,0,0,0,no,1,mamdani,Zohran Mamdani,Mariner's Harbor-Arlington-Graniteville
63042,5,74,8,1,0,0,1,0,0,0,1,50,140,0.35714285714285715,0.5285714285714286,0.057142857,0.035714286,0.007142857,0.007142857,0.007142857,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Mariner's Harbor-Arlington-Graniteville
63043,6,56,2,0,1,1,5,1,0,0,1,97,170,0.5705882352941176,0.32941176470588235,0.011764705882352941,0.035294118,0.029411764705882353,0.005882353,0,0.005882353,0.005882353,0,0.005882353,0,no,1,mamdani,Zohran Mamdani,Mariner's Harbor-Arlington-Graniteville
63044,3,82,11,0,0,0,6,1,0,0,1,50,154,0.3246753246753247,0.5324675324675324,0.071428571,0.019480519,0.038961039,0.006493506,0,0,0,0,0.006493506,0,no,1,cuomo,Andrew Cuomo,Freshkills Park (North)
63045,8,65,3,1,1,0,4,0,0,0,1,42,125,0.336,0.52,0.024,0.064,0.032,0.008,0.008,0.008,0,0,0,0,no,1,cuomo,Andrew Cuomo,New Springville-Willowbrook-Bulls Head-Travis
63046,5,63,7,0,4,0,12,2,1,0,0,53,147,0.36054421768707484,0.42857142857142855,0.047619047619047616,0.034013605442176874,0.081632653,0,0,0.027210884353741496,0,0,0.013605442176870748,0.006802721,no,1,cuomo,Andrew Cuomo,New Springville-Willowbrook-Bulls Head-Travis
63047,7,67,11,0,0,0,4,0,0,1,2,46,138,0.3333333333333333,0.4855072463768116,0.079710145,0.050724637681159424,0.028985507246376812,0.014492753623188406,0,0,0,0.007246377,0,0,no,1,cuomo,Andrew Cuomo,New Springville-Willowbrook-Bulls Head-Travis
63048,2,49,2,1,0,0,1,0,0,1,0,37,93,0.3978494623655914,0.5268817204301075,0.021505376344086023,0.021505376344086023,0.010752688172043012,0,0.010752688172043012,0,0,0.010752688172043012,0,0,no,1,cuomo,Andrew Cuomo,New Springville-Willowbrook-Bulls Head-Travis
63049,3,35,9,0,0,0,3,0,0,0,0,51,101,0.504950495,0.3465346534653465,0.089108911,0.02970297,0.02970297,0,0,0,0,0,0,0,no,1,mamdani,Zohran Mamdani,New Springville-Willowbrook-Bulls Head-Travis
63050,0,4,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights
