ed,ct_adams,ct_cuomo,ct_lander,ct_ramos,ct_blake,ct_prince,ct_stringer,ct_bartholomew,ct_writein,ct_tilson,ct_myrie,ct_mamdani,ct_total_votes,pct_mamdani,pct_cuomo,pct_lander,pct_adams,pct_stringer,pct_myrie,pct_ramos,pct_blake,pct_prince,pct_tilson,pct_bartholomew,pct_writein,tied,num_top_candidates,winner,winner_name_full,NTAName
44060,3,9,55,0,1,0,0,0,0,3,3,127,201,0.6318407960199005,0.044776119,0.2736318407960199,0.014925373134328358,0,0.014925373134328358,0,0.004975124,0,0.014925373134328358,0,0,no,1,mamdani,Zohran Mamdani,Prospect Heights
44061,10,47,101,0,0,1,0,0,2,2,7,279,449,0.621380846,0.10467706013363029,0.22494432071269488,0.022271714922048998,0,0.015590200445434299,0,0,0.002227171,0.004454343,0,0.004454343,no,1,mamdani,Zohran Mamdani,Kensington
44062,14,105,138,0,4,2,7,0,0,0,5,281,556,0.5053956834532374,0.18884892086330934,0.24820143884892087,0.025179856115107913,0.012589928057553957,0.008992806,0,0.007194245,0.003597122,0,0,0,no,1,mamdani,Zohran Mamdani,Flatbush (West)-Ditmas Park-Parkville
44063,10,58,71,1,1,0,4,0,0,0,9,339,493,0.6876267748478702,0.11764705882352941,0.1440162271805274,0.020283976,0.00811359,0.018255578093306288,0.002028398,0.002028398,0,0,0,0,no,1,mamdani,Zohran Mamdani,Kensington
44064,8,90,89,0,1,1,5,1,0,1,2,287,485,0.5917525773195876,0.18556701030927836,0.18350515463917524,0.016494845360824743,0.010309278350515464,0.004123711,0,0.002061856,0.002061856,0.002061856,0.002061856,0,no,1,mamdani,Zohran Mamdani,Kensington
44065,15,64,104,3,1,0,7,1,0,0,6,256,457,0.5601750547045952,0.1400437636761488,0.2275711159737418,0.032822757,0.015317286652078774,0.013129103,0.006564551,0.002188184,0,0,0.002188184,0,no,1,mamdani,Zohran Mamdani,Flatbush (West)-Ditmas Park-Parkville
44066,11,150,68,0,2,0,5,1,0,8,4,311,560,0.5553571428571429,0.26785714285714285,0.12142857142857143,0.019642857142857142,0.008928571,0.007142857,0,0.003571429,0,0.014285714285714285,0.001785714,0,no,1,mamdani,Zohran Mamdani,Flatbush (West)-Ditmas Park-Parkville
44067,9,55,88,0,0,0,8,0,0,3,2,133,298,0.4463087248322148,0.18456375838926176,0.2953020134228188,0.030201342281879196,0.026845637583892617,0.006711409,0,0,0,0.010067114093959731,0,0,no,1,mamdani,Zohran Mamdani,Flatbush (West)-Ditmas Park-Parkville
44068,13,41,62,0,1,0,3,0,0,2,1,194,317,0.611987382,0.12933753943217666,0.19558359621451105,0.041009464,0.009463722,0.003154574,0,0.003154574,0,0.006309148,0,0,no,1,mamdani,Zohran Mamdani,Flatbush (West)-Ditmas Park-Parkville
44069,5,95,45,0,0,1,5,0,0,2,1,207,361,0.5734072022160664,0.2631578947368421,0.12465373961218837,0.013850415512465374,0.013850415512465374,0.002770083,0,0,0.002770083,0.005540166,0,0,no,1,mamdani,Zohran Mamdani,Flatbush (West)-Ditmas Park-Parkville
44070,1,34,15,0,3,0,1,1,0,0,2,194,251,0.7729083665338645,0.13545816733067728,0.059760956,0.003984064,0.003984064,0.007968127,0,0.011952191,0,0,0.003984064,0,no,1,mamdani,Zohran Mamdani,Flatbush (West)-Ditmas Park-Parkville
44071,7,34,19,0,1,0,3,0,0,1,0,185,250,0.74,0.136,0.076,0.028,0.012,0,0,0.004,0,0.004,0,0,no,1,mamdani,Zohran Mamdani,Flatbush (West)-Ditmas Park-Parkville
44072,6,61,45,0,1,0,3,1,0,1,1,218,337,0.6468842729970327,0.18100890207715134,0.13353115727002968,0.017804154302670624,0.008902077,0.002967359,0,0.002967359,0,0.002967359,0.002967359,0,no,1,mamdani,Zohran Mamdani,Flatbush (West)-Ditmas Park-Parkville
44073,10,19,51,0,0,0,2,0,0,2,6,80,170,0.47058823529411764,0.11176470588235295,0.3,0.058823529411764705,0.011764705882352941,0.035294118,0,0,0,0.011764705882352941,0,0,no,1,mamdani,Zohran Mamdani,Park Slope
44074,10,71,126,1,0,0,4,0,1,2,6,253,474,0.5337552742616034,0.14978902953586498,0.26582278481012656,0.021097046,0.008438819,0.012658227848101266,0.002109705,0,0,0.004219409,0,0.002109705,no,1,mamdani,Zohran Mamdani,Kensington
44075,4,23,8,0,0,0,2,1,0,0,1,182,221,0.8235294117647058,0.10407239819004525,0.036199095,0.018099548,0.009049774,0.004524887,0,0,0,0,0.004524887,0,no,1,mamdani,Zohran Mamdani,Borough Park
44076,1,26,19,0,0,1,2,0,0,0,0,179,228,0.7850877192982456,0.11403508771929824,0.083333333,0.004385965,0.00877193,0,0,0,0.004385965,0,0,0,no,1,mamdani,Zohran Mamdani,Kensington
44077,4,14,50,0,0,0,1,0,0,1,0,64,134,0.47761194029850745,0.1044776119402985,0.373134328,0.029850746268656716,0.007462687,0,0,0,0,0.007462687,0,0,no,1,mamdani,Zohran Mamdani,Park Slope
44078,6,21,30,0,0,0,3,0,1,0,2,126,189,0.6666666666666666,0.1111111111111111,0.15873015873015872,0.031746031746031744,0.015873015873015872,0.010582010582010581,0,0,0,0,0,0.005291005,no,1,mamdani,Zohran Mamdani,Kensington
44079,11,47,137,2,2,0,7,0,1,6,9,310,532,0.5827067669172933,0.088345865,0.2575187969924812,0.020676691729323307,0.013157894736842105,0.016917293233082706,0.003759398,0.003759398,0,0.011278195488721804,0,0.001879699,no,1,mamdani,Zohran Mamdani,Prospect Heights
44080,4,50,65,1,0,0,8,2,1,0,6,202,339,0.5958702064896755,0.14749262536873156,0.19174041297935104,0.011799410029498525,0.02359882,0.017699115044247787,0.002949853,0,0,0,0.005899705,0.002949853,no,1,mamdani,Zohran Mamdani,Flatbush (West)-Ditmas Park-Parkville
44081,14,71,149,1,0,0,6,0,0,2,25,219,487,0.44969199178644764,0.1457905544147844,0.3059548254620123,0.028747433264887063,0.012320328542094456,0.051334702,0.002053388,0,0,0.004106776,0,0,no,1,mamdani,Zohran Mamdani,Prospect Heights
45001,1,214,13,1,0,2,2,0,2,3,1,40,279,0.14336917562724014,0.7670250896057348,0.046594982,0.003584229,0.007168459,0.003584229,0.003584229,0,0.007168459,0.010752688172043012,0,0.007168459,no,1,cuomo,Andrew Cuomo,Midwood
45002,9,281,8,1,0,1,3,1,0,2,1,52,359,0.14484679665738162,0.7827298050139275,0.022284122562674095,0.025069637883008356,0.008356546,0.002785515,0.002785515,0,0.002785515,0.005571031,0.002785515,0,no,1,cuomo,Andrew Cuomo,Midwood
45003,1,210,18,1,1,1,5,1,2,7,2,47,296,0.15878378378378377,0.7094594594594594,0.060810810810810814,0.003378378,0.016891891891891893,0.006756757,0.003378378,0.003378378,0.003378378,0.023648649,0.003378378,0.006756757,no,1,cuomo,Andrew Cuomo,Midwood
45004,3,96,9,1,0,1,3,0,1,2,2,71,189,0.37566137566137564,0.5079365079365079,0.047619047619047616,0.015873015873015872,0.015873015873015872,0.010582010582010581,0.005291005,0,0.005291005,0.010582010582010581,0,0.005291005,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45005,3,114,9,3,0,0,2,1,1,2,2,72,209,0.3444976076555024,0.5454545454545454,0.043062201,0.014354066985645933,0.009569378,0.009569378,0.014354066985645933,0,0,0.009569378,0.004784689,0.004784689,no,1,cuomo,Andrew Cuomo,Madison
45006,4,97,5,0,0,0,6,1,0,3,1,62,179,0.3463687150837989,0.5418994413407822,0.027932960893854747,0.022346369,0.033519553,0.005586592,0,0,0,0.016759777,0.005586592,0,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45007,1,200,10,0,0,0,2,0,0,1,0,21,235,0.089361702,0.85106383,0.042553191,0.004255319,0.008510638,0,0,0,0,0.004255319,0,0,no,1,cuomo,Andrew Cuomo,Mapleton-Midwood (West)
45008,2,235,2,0,0,0,1,0,0,4,0,15,259,0.057915058,0.9073359073359073,0.007722008,0.007722008,0.003861004,0,0,0,0,0.015444015444015444,0,0,no,1,cuomo,Andrew Cuomo,Mapleton-Midwood (West)
45009,5,181,5,0,0,1,4,0,1,0,1,28,226,0.12389380530973451,0.8008849557522124,0.022123893805309734,0.022123893805309734,0.017699115044247787,0.004424779,0,0,0.004424779,0,0,0.004424779,no,1,cuomo,Andrew Cuomo,Mapleton-Midwood (West)
45010,2,219,2,0,0,0,0,0,2,3,0,13,241,0.053941909,0.9087136929460581,0.008298755,0.008298755,0,0,0,0,0,0.012448132780082987,0,0.008298755,no,1,cuomo,Andrew Cuomo,Mapleton-Midwood (West)
45011,0,159,2,0,0,0,2,0,0,1,0,15,179,0.083798883,0.888268156,0.011173184,0,0.011173184,0,0,0,0,0.005586592,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45012,0,11,0,0,0,0,1,0,0,0,0,19,31,0.6129032258064516,0.3548387096774194,0,0,0.032258065,0,0,0,0,0,0,0,no,1,mamdani,Zohran Mamdani,Gravesend (West)
45013,0,83,4,0,0,0,4,1,0,0,0,3,95,0.031578947368421054,0.8736842105263158,0.042105263157894736,0,0.042105263157894736,0,0,0,0,0,0.010526315789473684,0,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45014,1,156,2,0,0,0,2,0,0,0,1,21,183,0.11475409836065574,0.8524590163934426,0.010928962,0.005464481,0.010928962,0.005464481,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45015,2,174,2,0,0,0,1,0,0,0,1,11,191,0.057591623,0.9109947643979057,0.010471204188481676,0.010471204188481676,0.005235602,0.005235602,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45016,4,272,5,0,0,0,2,0,0,6,1,17,307,0.055374593,0.8859934853420195,0.016286644951140065,0.013029315960912053,0.006514658,0.003257329,0,0,0,0.019543973941368076,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45017,1,127,2,0,0,0,1,0,0,0,1,22,154,0.14285714285714285,0.8246753246753247,0.012987012987012988,0.006493506,0.006493506,0.006493506,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45018,0,14,0,0,0,0,2,0,0,0,0,5,21,0.23809523809523808,0.6666666666666666,0,0,0.095238095,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (West)
45019,2,19,1,0,1,0,1,0,0,1,0,12,37,0.32432432432432434,0.5135135135135135,0.027027027,0.054054054,0.027027027,0,0,0.027027027,0,0.027027027,0,0,no,1,cuomo,Andrew Cuomo,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
45020,2,119,9,0,0,0,7,0,0,1,2,21,161,0.13043478260869565,0.7391304347826086,0.055900621118012424,0.012422360248447204,0.043478260869565216,0.012422360248447204,0,0,0,0.00621118,0,0,no,1,cuomo,Andrew Cuomo,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
45021,0,9,0,0,0,0,0,3,0,0,0,24,36,0.6666666666666666,0.25,0,0,0,0,0,0,0,0,0.083333333,0,no,1,mamdani,Zohran Mamdani,Gravesend (East)-Homecrest
45022,2,55,9,0,1,0,2,1,0,2,0,53,125,0.424,0.44,0.072,0.016,0.016,0,0,0.008,0,0.016,0.008,0,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45023,5,63,3,2,1,0,3,0,0,0,2,44,123,0.35772357723577236,0.5121951219512195,0.024390243902439025,0.040650407,0.024390243902439025,0.016260162601626018,0.016260162601626018,0.008130081,0,0,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (South)
45024,6,65,2,1,2,0,1,0,0,1,1,47,126,0.373015873,0.5158730158730159,0.015873015873015872,0.047619047619047616,0.007936508,0.007936508,0.007936508,0.015873015873015872,0,0.007936508,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (South)
45025,0,98,1,0,0,0,0,0,1,0,0,4,104,0.038461538461538464,0.9423076923076923,0.009615385,0,0,0,0,0,0,0,0,0.009615385,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45026,1,96,0,0,0,0,1,0,0,1,3,5,107,0.046728972,0.897196262,0,0.009345794,0.009345794,0.028037383177570093,0,0,0,0.009345794,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45027,1,55,2,0,0,1,5,0,0,0,0,59,123,0.4796747967479675,0.44715447154471544,0.016260162601626018,0.008130081,0.040650407,0,0,0,0.008130081,0,0,0,no,1,mamdani,Zohran Mamdani,Madison
45028,4,117,7,0,0,1,8,0,0,5,0,9,151,0.059602649006622516,0.7748344370860927,0.046357615894039736,0.026490066225165563,0.052980132450331126,0,0,0,0.006622517,0.033112582781456956,0,0,no,1,cuomo,Andrew Cuomo,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
45029,2,71,0,0,0,0,2,0,0,0,0,18,93,0.1935483870967742,0.7634408602150538,0,0.021505376344086023,0.021505376344086023,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45030,1,73,6,0,0,0,2,0,0,4,0,47,133,0.3533834586466165,0.5488721804511278,0.045112781954887216,0.007518797,0.015037593984962405,0,0,0,0,0.030075188,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45031,4,32,2,0,0,0,12,0,0,0,0,53,103,0.5145631067961165,0.3106796116504854,0.019417475728155338,0.038834951456310676,0.11650485436893204,0,0,0,0,0,0,0,no,1,mamdani,Zohran Mamdani,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
45032,3,107,4,0,0,0,1,0,0,1,0,19,135,0.14074074074074075,0.7925925925925926,0.02962963,0.022222222222222223,0.007407407,0,0,0,0,0.007407407,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45033,2,69,3,0,0,0,1,0,0,0,0,24,99,0.24242424242424243,0.696969697,0.030303030303030304,0.020202020202020204,0.010101010101010102,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45034,6,70,5,3,0,0,5,0,0,1,0,52,142,0.36619718309859156,0.49295774647887325,0.035211267605633804,0.042253521,0.035211267605633804,0,0.021126761,0,0,0.007042254,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45035,1,36,2,0,0,1,1,1,0,0,0,21,63,0.3333333333333333,0.5714285714285714,0.031746031746031744,0.015873015873015872,0.015873015873015872,0,0,0,0.015873015873015872,0,0.015873015873015872,0,no,1,cuomo,Andrew Cuomo,Brighton Beach
45036,2,80,8,0,0,0,6,1,0,0,1,40,138,0.2898550724637681,0.5797101449275363,0.057971014492753624,0.014492753623188406,0.043478260869565216,0.007246377,0,0,0,0,0.007246377,0,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45037,1,57,10,1,1,2,10,0,1,1,1,69,154,0.44805194805194803,0.37012987012987014,0.064935065,0.006493506,0.064935065,0.006493506,0.006493506,0.006493506,0.012987012987012988,0.006493506,0,0.006493506,no,1,mamdani,Zohran Mamdani,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
45038,0,50,3,0,1,0,3,0,0,0,0,37,94,0.39361702127659576,0.5319148936170213,0.031914893617021274,0,0.031914893617021274,0,0,0.010638297872340425,0,0,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45039,0,7,0,0,0,0,0,0,0,0,0,6,13,0.46153846153846156,0.5384615384615384,0,0,0,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (South)
45040,3,53,5,0,0,0,4,0,0,2,0,48,115,0.41739130434782606,0.4608695652173913,0.043478260869565216,0.026086957,0.034782608695652174,0,0,0,0,0.017391304347826087,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (South)
45041,8,88,3,0,1,0,5,1,0,1,0,57,164,0.3475609756097561,0.5365853658536586,0.018292682926829267,0.048780488,0.030487805,0,0,0.006097561,0,0.006097561,0.006097561,0,no,1,cuomo,Andrew Cuomo,Gravesend (South)
45042,5,62,3,0,0,0,2,0,0,1,0,47,120,0.39166666666666666,0.5166666666666667,0.025,0.041666666666666664,0.016666666666666666,0,0,0,0,0.008333333,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (South)
45043,2,77,7,0,0,1,3,0,0,4,0,42,136,0.3088235294117647,0.5661764705882353,0.051470588235294115,0.014705882352941176,0.022058823529411766,0,0,0,0.007352941,0.029411764705882353,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (South)
45044,4,83,6,0,0,0,4,0,1,3,0,56,157,0.35668789808917195,0.5286624203821656,0.038216561,0.025477707006369428,0.025477707006369428,0,0,0,0,0.01910828,0,0.006369427,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45045,1,56,9,1,2,0,8,0,1,4,1,45,128,0.3515625,0.4375,0.0703125,0.0078125,0.0625,0.0078125,0.0078125,0.015625,0,0.03125,0,0.0078125,no,1,cuomo,Andrew Cuomo,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
45046,0,33,7,0,0,0,2,1,0,2,1,82,128,0.640625,0.2578125,0.0546875,0,0.015625,0.0078125,0,0,0,0.015625,0.0078125,0,no,1,mamdani,Zohran Mamdani,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
45047,3,87,6,1,1,0,8,0,0,2,1,37,146,0.2534246575342466,0.5958904109589042,0.04109589,0.020547945,0.054794521,0.006849315,0.006849315,0.006849315,0,0.01369863,0,0,no,1,cuomo,Andrew Cuomo,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
45048,5,55,10,0,1,0,8,0,0,1,0,32,112,0.2857142857142857,0.49107142857142855,0.089285714,0.044642857142857144,0.071428571,0,0,0.008928571,0,0.008928571,0,0,no,1,cuomo,Andrew Cuomo,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
45049,0,67,6,0,0,0,3,0,0,0,0,10,86,0.11627906976744186,0.7790697674418605,0.069767442,0,0.034883721,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Brighton Beach
45050,0,36,6,0,0,0,1,0,0,1,1,66,111,0.5945945945945946,0.32432432432432434,0.054054054,0,0.009009009,0.009009009,0,0,0,0.009009009,0,0,no,1,mamdani,Zohran Mamdani,Brighton Beach
45051,1,65,8,1,0,0,7,1,1,0,0,10,94,0.10638297872340426,0.6914893617021277,0.085106383,0.010638297872340425,0.074468085,0,0.010638297872340425,0,0,0,0.010638297872340425,0.010638297872340425,no,1,cuomo,Andrew Cuomo,Brighton Beach
45052,4,31,4,0,0,0,0,0,0,1,0,24,64,0.375,0.484375,0.0625,0.0625,0,0,0,0,0,0.015625,0,0,no,1,cuomo,Andrew Cuomo,Brighton Beach
45053,1,17,5,0,1,0,0,0,0,0,0,35,59,0.5932203389830508,0.288135593,0.084745763,0.016949153,0,0,0,0.016949153,0,0,0,0,no,1,mamdani,Zohran Mamdani,Gravesend (East)-Homecrest
45054,0,12,2,0,0,0,0,0,0,0,1,11,26,0.4230769230769231,0.46153846153846156,0.076923077,0,0,0.038461538461538464,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (East)-Homecrest
45055,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,no,1,mamdani,Zohran Mamdani,Gravesend (East)-Homecrest
46001,11,49,40,2,0,0,8,1,0,2,0,121,234,0.5170940170940171,0.2094017094017094,0.17094017094017094,0.047008547,0.034188034,0,0.008547009,0,0,0.008547009,0.004273504,0,no,1,mamdani,Zohran Mamdani,Bay Ridge
46002,7,43,32,0,1,0,1,0,0,2,2,157,245,0.6408163265306123,0.17551020408163265,0.1306122448979592,0.028571429,0.004081633,0.008163265,0,0.004081633,0,0.008163265,0,0,no,1,mamdani,Zohran Mamdani,Bay Ridge
46003,4,79,66,2,2,2,5,1,0,2,9,189,361,0.5235457063711911,0.2188365650969529,0.18282548476454294,0.011080332,0.013850415512465374,0.024930747922437674,0.005540166,0.005540166,0.005540166,0.005540166,0.002770083,0,no,1,mamdani,Zohran Mamdani,Bay Ridge
46004,6,54,71,0,1,2,7,0,0,7,7,159,314,0.5063694267515924,0.17197452229299362,0.22611464968152867,0.01910828,0.022292993630573247,0.022292993630573247,0,0.003184713,0.006369427,0.022292993630573247,0,0,no,1,mamdani,Zohran Mamdani,Bay Ridge
46005,7,71,28,1,1,0,7,1,0,0,2,148,266,0.556390977,0.2669172932330827,0.10526315789473684,0.026315789,0.026315789,0.007518797,0.003759398,0.003759398,0,0,0.003759398,0,no,1,mamdani,Zohran Mamdani,Bay Ridge
46006,5,89,34,3,1,3,6,1,0,2,5,105,254,0.41338582677165353,0.35039370078740156,0.13385826771653545,0.019685039,0.023622047244094488,0.019685039,0.011811023622047244,0.003937008,0.011811023622047244,0.007874016,0.003937008,0,no,1,mamdani,Zohran Mamdani,Bay Ridge
46007,2,74,25,0,0,1,6,2,0,4,3,148,265,0.5584905660377358,0.2792452830188679,0.094339623,0.00754717,0.022641509433962263,0.011320754716981131,0,0,0.003773585,0.01509434,0.00754717,0,no,1,mamdani,Zohran Mamdani,Bay Ridge
46008,9,50,31,1,2,0,5,1,0,0,4,105,208,0.5048076923076923,0.2403846153846154,0.14903846153846154,0.043269231,0.024038462,0.019230769230769232,0.004807692,0.009615385,0,0,0.004807692,0,no,1,mamdani,Zohran Mamdani,Bay Ridge
46009,14,54,37,0,1,0,5,0,1,3,7,181,303,0.5973597359735974,0.1782178217821782,0.12211221122112212,0.04620462,0.01650165,0.02310231,0,0.00330033,0,0.00990099,0,0.00330033,no,1,mamdani,Zohran Mamdani,Bay Ridge
46010,5,67,28,1,1,2,8,0,0,2,1,157,272,0.5772058823529411,0.24632352941176472,0.10294117647058823,0.018382353,0.029411764705882353,0.003676471,0.003676471,0.003676471,0.007352941,0.007352941,0,0,no,1,mamdani,Zohran Mamdani,Bay Ridge
46011,3,41,23,0,1,0,1,0,1,1,0,105,176,0.5965909090909091,0.23295454545454544,0.13068181818181818,0.017045454545454544,0.005681818,0,0,0.005681818,0,0.005681818,0,0.005681818,no,1,mamdani,Zohran Mamdani,Bay Ridge
46012,9,142,58,0,2,1,5,1,0,10,3,116,347,0.33429394812680113,0.4092219020172911,0.16714697406340057,0.025936599423631124,0.014409222,0.008645533,0,0.005763689,0.002881844,0.028818444,0.002881844,0,no,1,cuomo,Andrew Cuomo,Bay Ridge
46013,13,96,41,1,0,0,10,1,0,2,1,149,314,0.4745222929936306,0.3057324840764331,0.1305732484076433,0.041401273885350316,0.031847134,0.003184713,0.003184713,0,0,0.006369427,0.003184713,0,no,1,mamdani,Zohran Mamdani,Bay Ridge
46014,7,115,63,0,0,1,6,1,1,0,3,130,327,0.39755351681957185,0.3516819571865443,0.1926605504587156,0.021406727828746176,0.018348624,0.009174312,0,0,0.003058104,0,0.003058104,0.003058104,no,1,mamdani,Zohran Mamdani,Bay Ridge
46015,8,49,26,0,2,1,8,1,0,1,1,134,231,0.5800865800865801,0.21212121212121213,0.11255411255411256,0.034632035,0.034632035,0.004329004,0,0.008658009,0.004329004,0.004329004,0.004329004,0,no,1,mamdani,Zohran Mamdani,Bay Ridge
46016,9,64,29,2,0,0,5,0,0,2,2,165,278,0.5935251798561151,0.2302158273381295,0.10431654676258993,0.032374101,0.017985611510791366,0.007194245,0.007194245,0,0,0.007194245,0,0,no,1,mamdani,Zohran Mamdani,Bay Ridge
46017,3,48,21,1,0,1,5,1,0,1,0,139,220,0.6318181818181818,0.21818181818181817,0.095454545,0.013636363636363636,0.022727272727272728,0,0.004545455,0,0.004545455,0.004545455,0.004545455,0,no,1,mamdani,Zohran Mamdani,Bay Ridge
46018,7,45,24,2,1,0,8,0,0,2,3,132,224,0.5892857142857143,0.20089285714285715,0.10714285714285714,0.03125,0.035714286,0.013392857142857142,0.008928571,0.004464286,0,0.008928571,0,0,no,1,mamdani,Zohran Mamdani,Bay Ridge
46019,6,108,42,1,1,0,6,0,0,0,5,101,270,0.37407407407407406,0.4,0.15555555555555556,0.022222222222222223,0.022222222222222223,0.018518518518518517,0.003703704,0.003703704,0,0,0,0,no,1,cuomo,Andrew Cuomo,Bay Ridge
46020,7,92,42,0,2,0,6,0,0,4,3,142,298,0.47651006711409394,0.3087248322147651,0.14093959731543623,0.023489933,0.020134228187919462,0.010067114093959731,0,0.006711409,0,0.013422818791946308,0,0,no,1,mamdani,Zohran Mamdani,Bay Ridge
46021,3,15,1,0,0,0,1,0,0,1,1,21,43,0.4883720930232558,0.3488372093023256,0.023255813953488372,0.069767442,0.023255813953488372,0.023255813953488372,0,0,0,0.023255813953488372,0,0,no,1,mamdani,Zohran Mamdani,Fort Hamilton
46022,5,64,30,4,1,2,2,0,0,1,4,91,204,0.44607843137254904,0.3137254901960784,0.14705882352941177,0.024509803921568627,0.009803922,0.019607843,0.019607843,0.004901961,0.009803922,0.004901961,0,0,no,1,mamdani,Zohran Mamdani,Dyker Beach Park
46023,9,57,11,0,0,0,1,0,0,1,3,61,143,0.42657342657342656,0.3986013986013986,0.076923077,0.062937063,0.006993007,0.020979021,0,0,0,0.006993007,0,0,no,1,mamdani,Zohran Mamdani,Dyker Heights
46024,3,43,7,0,0,0,7,0,0,0,1,41,102,0.4019607843137255,0.4215686274509804,0.068627451,0.029411764705882353,0.068627451,0.009803922,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Dyker Heights
46025,0,64,15,1,2,1,5,0,1,1,1,45,136,0.33088235294117646,0.47058823529411764,0.11029411764705882,0,0.036764706,0.007352941,0.007352941,0.014705882352941176,0.007352941,0.007352941,0,0.007352941,no,1,cuomo,Andrew Cuomo,Dyker Heights
46026,8,78,8,1,2,0,4,0,0,1,0,58,160,0.3625,0.4875,0.05,0.05,0.025,0,0.00625,0.0125,0,0.00625,0,0,no,1,cuomo,Andrew Cuomo,Dyker Heights
46027,12,99,34,0,0,0,5,2,0,1,3,101,257,0.39299610894941633,0.3852140077821012,0.13229571984435798,0.046692607,0.019455252918287938,0.011673151750972763,0,0,0,0.003891051,0.007782101,0,no,1,mamdani,Zohran Mamdani,Bay Ridge
46028,5,51,4,1,0,0,4,0,0,1,0,56,122,0.45901639344262296,0.4180327868852459,0.032786885,0.040983606557377046,0.032786885,0,0.008196721,0,0,0.008196721,0,0,no,1,mamdani,Zohran Mamdani,Bath Beach
46029,0,14,9,0,2,0,1,0,0,0,1,28,55,0.509090909,0.2545454545454545,0.16363636363636364,0,0.018181818,0.018181818,0,0.036363636,0,0,0,0,no,1,mamdani,Zohran Mamdani,Bay Ridge
46030,1,8,0,0,0,0,0,0,0,0,0,11,20,0.55,0.4,0,0.05,0,0,0,0,0,0,0,0,no,1,mamdani,Zohran Mamdani,Gravesend (West)
46031,3,48,6,0,2,0,0,0,2,0,0,56,117,0.47863247863247865,0.41025641025641024,0.051282051,0.025641026,0,0,0,0.017094017094017096,0,0,0,0.017094017094017096,no,1,mamdani,Zohran Mamdani,Gravesend (West)
46032,0,11,2,0,0,1,3,0,0,0,0,30,47,0.6382978723404256,0.23404255319148937,0.042553191,0,0.063829787,0,0,0,0.021276596,0,0,0,no,1,mamdani,Zohran Mamdani,Gravesend (South)
46033,0,8,1,0,0,0,0,0,0,0,0,3,12,0.25,0.6666666666666666,0.083333333,0,0,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Gravesend (South)
46034,1,40,3,1,0,1,1,1,0,0,1,54,103,0.5242718446601942,0.3883495145631068,0.029126214,0.009708738,0.009708738,0.009708738,0.009708738,0,0.009708738,0,0.009708738,0,no,1,mamdani,Zohran Mamdani,Gravesend (South)
